,ID,Mandát,Název strany,Politická příslušnost,Rok,Titul,Věk,"příjmení, jméno, tituly",v %
250,Kvit Karel Ing.1951,True,Komunistická str.Čech a Moravy,KSČM,2002,True,51.0,Kvit Karel Ing.,2.21
251,Bugoš Jaroslav1951,True,Komunistická str.Čech a Moravy,KSČM,2002,False,51.0,Bugoš Jaroslav,2.18
252,Divišová Ivanka1948,True,Komunistická str.Čech a Moravy,KSČM,2002,False,54.0,Divišová Ivanka,2.19
253,Prokešová Marcela1974,True,Komunistická str.Čech a Moravy,KSČM,2002,False,28.0,Prokešová Marcela,2.23
254,Fialová Blanka Ing.1953,True,Komunistická str.Čech a Moravy,KSČM,2002,True,49.0,Fialová Blanka Ing.,2.2
255,Bidlo Jaroslav1950,True,Komunistická str.Čech a Moravy,KSČM,2002,False,52.0,Bidlo Jaroslav,2.19
256,Sedláček Vladimír1954,True,Komunistická str.Čech a Moravy,KSČM,2002,False,48.0,Sedláček Vladimír,2.19
257,Náhlík Zdeněk1952,True,Komunistická str.Čech a Moravy,KSČM,2002,False,50.0,Náhlík Zdeněk,2.21
258,Poslední Josef1971,True,Komunistická str.Čech a Moravy,KSČM,2002,False,31.0,Poslední Josef,2.22
259,Pyrgalová Jitka1951,True,Komunistická str.Čech a Moravy,KSČM,2002,False,51.0,Pyrgalová Jitka,2.18
260,Bruner Jiří Ing.1948,True,Komunistická str.Čech a Moravy,KSČM,2002,True,54.0,Bruner Jiří Ing.,2.17
261,Václav Josef1954,True,Komunistická str.Čech a Moravy,KSČM,2002,False,48.0,Václav Josef,2.17
262,Treml Petr1950,True,Komunistická str.Čech a Moravy,KSČM,2002,False,52.0,Treml Petr,2.19
263,Suda Karel1949,True,Komunistická str.Čech a Moravy,KSČM,2002,False,53.0,Suda Karel,2.18
264,Švantner Miloslav1947,True,Komunistická str.Čech a Moravy,KSČM,2002,False,55.0,Švantner Miloslav,2.15
265,Brejcha Jaroslav1940,True,Komunistická str.Čech a Moravy,KSČM,2002,False,62.0,Brejcha Jaroslav,2.12
266,Jiruš Bedřich1935,True,Komunistická str.Čech a Moravy,KSČM,2002,False,67.0,Jiruš Bedřich,2.11
267,Urie Bohumil Mgr.1956,True,Komunistická str.Čech a Moravy,BEZPP,2002,True,46.0,Urie Bohumil Mgr.,2.13
268,Holakovský Břetislav1926,True,Komunistická str.Čech a Moravy,KSČM,2002,False,76.0,Holakovský Břetislav,2.12
269,Šimíková Hana1962,True,Komunistická str.Čech a Moravy,BEZPP,2002,False,40.0,Šimíková Hana,2.15
270,Jirušová Hana1937,True,Komunistická str.Čech a Moravy,KSČM,2002,False,65.0,Jirušová Hana,2.1
271,Křemenák Karel1929,True,Komunistická str.Čech a Moravy,KSČM,2002,False,73.0,Křemenák Karel,2.14
272,Petelíková Marie1948,True,Komunistická str.Čech a Moravy,KSČM,2002,False,54.0,Petelíková Marie,2.11
273,Podaný Jiří1946,True,Komunistická str.Čech a Moravy,KSČM,2002,False,56.0,Podaný Jiří,2.11
274,Němec Vladimír Doc. PhDr. CSc.1927,True,Komunistická str.Čech a Moravy,KSČM,2002,True,75.0,Němec Vladimír Doc. PhDr. CSc.,2.1
275,Hrubá Jarmila1965,True,Komunistická str.Čech a Moravy,KSČM,2002,False,37.0,Hrubá Jarmila,2.12
276,Novák Zdeněk1961,True,Komunistická str.Čech a Moravy,KSČM,2002,False,41.0,Novák Zdeněk,2.12
277,Ježek Vlastislav1933,True,Komunistická str.Čech a Moravy,KSČM,2002,False,69.0,Ježek Vlastislav,2.08
278,Ballýová Hana1941,True,Komunistická str.Čech a Moravy,KSČM,2002,False,61.0,Ballýová Hana,2.07
279,Růttová Jarmila1931,True,Komunistická str.Čech a Moravy,KSČM,2002,False,71.0,Růttová Jarmila,2.07
280,Bardoňová Jana1931,True,Komunistická str.Čech a Moravy,KSČM,2002,False,71.0,Bardoňová Jana,2.06
281,Běláč Josef1941,True,Komunistická str.Čech a Moravy,KSČM,2002,False,61.0,Běláč Josef,2.06
282,Straková Stanislava1930,True,Komunistická str.Čech a Moravy,KSČM,2002,False,72.0,Straková Stanislava,2.04
283,Ježková Zdeňka1937,True,Komunistická str.Čech a Moravy,KSČM,2002,False,65.0,Ježková Zdeňka,2.03
284,Vosáhlová Božena1933,True,Komunistická str.Čech a Moravy,KSČM,2002,False,69.0,Vosáhlová Božena,2.0
285,Aust Jan1931,True,Komunistická str.Čech a Moravy,KSČM,2002,False,71.0,Aust Jan,1.94
286,Náhlík Petr Ing.1961,True,Křesť.demokr.unie-Čs.str.lid.,KDU-ČSL,2002,True,41.0,Náhlík Petr Ing.,3.48
287,Lodr Jiří Ing.1961,True,Křesť.demokr.unie-Čs.str.lid.,KDU-ČSL,2002,True,41.0,Lodr Jiří Ing.,3.41
288,Kreuzberg Boris Doc. MUDr. CSc.1950,True,Křesť.demokr.unie-Čs.str.lid.,KDU-ČSL,2002,True,52.0,Kreuzberg Boris Doc. MUDr. CSc.,3.73
289,Boček Pavel MUDr.1961,True,Křesť.demokr.unie-Čs.str.lid.,KDU-ČSL,2002,True,41.0,Boček Pavel MUDr.,3.27
290,Rybářová-Ročáková Lilka Mgr.1948,True,Křesť.demokr.unie-Čs.str.lid.,KDU-ČSL,2002,True,54.0,Rybářová-Ročáková Lilka Mgr.,2.92
291,Budil Ivo Doc. RNDr. Ph.D.1965,True,Křesť.demokr.unie-Čs.str.lid.,BEZPP,2002,True,37.0,Budil Ivo Doc. RNDr. Ph.D.,3.2
292,Hrubý Karel Ing.1948,True,Křesť.demokr.unie-Čs.str.lid.,KDU-ČSL,2002,True,54.0,Hrubý Karel Ing.,2.1
293,Šantínová Věra1952,True,Křesť.demokr.unie-Čs.str.lid.,BEZPP,2002,False,50.0,Šantínová Věra,2.03
294,Hrubý Jaroslav Ing.1947,True,Křesť.demokr.unie-Čs.str.lid.,KDU-ČSL,2002,True,55.0,Hrubý Jaroslav Ing.,1.95
295,Svoboda Miroslav Mgr.1962,True,Křesť.demokr.unie-Čs.str.lid.,KDU-ČSL,2002,True,40.0,Svoboda Miroslav Mgr.,2.43
296,Štekl Jaroslav1949,True,Křesť.demokr.unie-Čs.str.lid.,KDU-ČSL,2002,False,53.0,Štekl Jaroslav,2.2
297,Rudolf Ondřej1971,True,Křesť.demokr.unie-Čs.str.lid.,BEZPP,2002,False,31.0,Rudolf Ondřej,1.9
298,Krýslová Ivana Mgr.1960,True,Křesť.demokr.unie-Čs.str.lid.,KDU-ČSL,2002,True,42.0,Krýslová Ivana Mgr.,2.06
299,Kašpar Jaromír1947,True,Křesť.demokr.unie-Čs.str.lid.,BEZPP,2002,False,55.0,Kašpar Jaromír,2.3
300,Miksová Hana Ing.1962,True,Křesť.demokr.unie-Čs.str.lid.,KDU-ČSL,2002,True,40.0,Miksová Hana Ing.,1.93
301,Ulč Václav Ing. arch.1961,True,Křesť.demokr.unie-Čs.str.lid.,BEZPP,2002,True,41.0,Ulč Václav Ing. arch.,2.29
302,Basl Jiří Ing.1969,True,Křesť.demokr.unie-Čs.str.lid.,KDU-ČSL,2002,True,33.0,Basl Jiří Ing.,2.15
303,Lobkowicz Vladimír1973,True,Křesť.demokr.unie-Čs.str.lid.,BEZPP,2002,False,29.0,Lobkowicz Vladimír,3.14
304,Moulis Martin1978,True,Křesť.demokr.unie-Čs.str.lid.,KDU-ČSL,2002,False,24.0,Moulis Martin,2.0
305,Frouz Robert Mgr.1969,True,Křesť.demokr.unie-Čs.str.lid.,BEZPP,2002,True,33.0,Frouz Robert Mgr.,2.13
306,Janouškovec Pavel1959,True,Křesť.demokr.unie-Čs.str.lid.,BEZPP,2002,False,43.0,Janouškovec Pavel,2.34
307,Rozšafný Oldřich Ing.1959,True,Křesť.demokr.unie-Čs.str.lid.,KDU-ČSL,2002,True,43.0,Rozšafný Oldřich Ing.,1.83
308,Rajtmajer Karel Ing.1954,True,Křesť.demokr.unie-Čs.str.lid.,KDU-ČSL,2002,True,48.0,Rajtmajer Karel Ing.,2.12
309,Lontschar Jan Ing.1974,True,Křesť.demokr.unie-Čs.str.lid.,BEZPP,2002,True,28.0,Lontschar Jan Ing.,1.85
310,Trejbalová Marie1969,True,Křesť.demokr.unie-Čs.str.lid.,KDU-ČSL,2002,False,33.0,Trejbalová Marie,1.84
311,Fojtíček Martin Mgr. et Mgr.1971,True,Křesť.demokr.unie-Čs.str.lid.,BEZPP,2002,True,31.0,Fojtíček Martin Mgr. et Mgr.,2.14
312,Duda Milan JUDr.1958,True,Křesť.demokr.unie-Čs.str.lid.,KDU-ČSL,2002,True,44.0,Duda Milan JUDr.,2.0
313,Srbecká Božena RNDr. Mgr.1963,True,Křesť.demokr.unie-Čs.str.lid.,BEZPP,2002,True,39.0,Srbecká Božena RNDr. Mgr.,1.83
314,Drápalová Barbora Bc.1977,True,Křesť.demokr.unie-Čs.str.lid.,KDU-ČSL,2002,True,25.0,Drápalová Barbora Bc.,1.79
315,Kalčík Jiří Ing.1962,True,Křesť.demokr.unie-Čs.str.lid.,BEZPP,2002,True,40.0,Kalčík Jiří Ing.,1.91
316,Štěpáník Milan MUDr.1954,True,Křesť.demokr.unie-Čs.str.lid.,KDU-ČSL,2002,True,48.0,Štěpáník Milan MUDr.,1.93
317,Kříž Antonín Dr. Ing.1971,True,Křesť.demokr.unie-Čs.str.lid.,BEZPP,2002,True,31.0,Kříž Antonín Dr. Ing.,1.95
318,Ženíšek Karel1946,True,Křesť.demokr.unie-Čs.str.lid.,KDU-ČSL,2002,False,56.0,Ženíšek Karel,1.84
319,Bednář Radomír Mgr.1960,True,Křesť.demokr.unie-Čs.str.lid.,BEZPP,2002,True,42.0,Bednář Radomír Mgr.,1.85
320,Fajfrová Eva RNDr.1954,True,Křesť.demokr.unie-Čs.str.lid.,KDU-ČSL,2002,True,48.0,Fajfrová Eva RNDr.,1.82
321,Linka Pavel1965,True,Křesť.demokr.unie-Čs.str.lid.,BEZPP,2002,False,37.0,Linka Pavel,1.74
322,Kuthanová Dagmar Mgr.1961,True,Křesť.demokr.unie-Čs.str.lid.,KDU-ČSL,2002,True,41.0,Kuthanová Dagmar Mgr.,1.75
323,Liška Milan1965,True,Křesť.demokr.unie-Čs.str.lid.,BEZPP,2002,False,37.0,Liška Milan,1.88
324,Škopek Vladimír1950,True,Křesť.demokr.unie-Čs.str.lid.,KDU-ČSL,2002,False,52.0,Škopek Vladimír,1.72
325,Nováčková Michaela Mgr.1953,True,Křesť.demokr.unie-Čs.str.lid.,BEZPP,2002,True,49.0,Nováčková Michaela Mgr.,1.69
326,Krystl Ladislav Ing.1968,True,Křesť.demokr.unie-Čs.str.lid.,KDU-ČSL,2002,True,34.0,Krystl Ladislav Ing.,1.66
327,Bernhardt Tomáš Mgr.1968,True,Křesť.demokr.unie-Čs.str.lid.,BEZPP,2002,True,34.0,Bernhardt Tomáš Mgr.,1.76
328,Kubáčková Kateřina MUDr.1964,True,Křesť.demokr.unie-Čs.str.lid.,KDU-ČSL,2002,True,38.0,Kubáčková Kateřina MUDr.,1.84
329,Polívka Pavel Ing.1948,True,Křesť.demokr.unie-Čs.str.lid.,KDU-ČSL,2002,True,54.0,Polívka Pavel Ing.,1.59
330,Komzáková Marie MUDr.1946,True,Křesť.demokr.unie-Čs.str.lid.,BEZPP,2002,True,56.0,Komzáková Marie MUDr.,1.72
331,Pytel Milan Ing.1961,True,Křesť.demokr.unie-Čs.str.lid.,BEZPP,2002,True,41.0,Pytel Milan Ing.,1.45
332,Šafář Eduard Ing.1944,True,Křesť.demokr.unie-Čs.str.lid.,BEZPP,2002,True,58.0,Šafář Eduard Ing.,1.32
333,Zábranský Miroslav Ing.1971,True,"Koalice US-DEU, SNK",US-DEU,2002,True,31.0,Zábranský Miroslav Ing.,3.45
334,Čechová Radmila Ing.1951,True,"Koalice US-DEU, SNK",US-DEU,2002,True,51.0,Čechová Radmila Ing.,2.88
335,Bornová Kateřina MUDr.1969,True,"Koalice US-DEU, SNK",US-DEU,2002,True,33.0,Bornová Kateřina MUDr.,3.25
336,Mužík Zdeněk Ing.1959,True,"Koalice US-DEU, SNK",BEZPP,2002,True,43.0,Mužík Zdeněk Ing.,2.81
337,Loučím Jan Ing.1949,True,"Koalice US-DEU, SNK",US-DEU,2002,True,53.0,Loučím Jan Ing.,2.93
338,Král Jan Ing.1970,True,"Koalice US-DEU, SNK",US-DEU,2002,True,32.0,Král Jan Ing.,2.54
339,Motl Leoš Ing.1968,True,"Koalice US-DEU, SNK",BEZPP,2002,True,34.0,Motl Leoš Ing.,2.44
340,Domanický Petr Ing. arch.1973,True,"Koalice US-DEU, SNK",BEZPP,2002,True,29.0,Domanický Petr Ing. arch.,3.28
341,Holmanová Květa1959,True,"Koalice US-DEU, SNK",US-DEU,2002,False,43.0,Holmanová Květa,2.3
342,Slabý Vratislav1970,True,"Koalice US-DEU, SNK",US-DEU,2002,False,32.0,Slabý Vratislav,2.17
343,Holenda Jiří Doc. RNDr. CSc.1933,True,"Koalice US-DEU, SNK",BEZPP,2002,True,69.0,Holenda Jiří Doc. RNDr. CSc.,3.9
344,Marian Jaroslav1957,True,"Koalice US-DEU, SNK",US-DEU,2002,False,45.0,Marian Jaroslav,2.06
345,Arnošt Patrik1972,True,"Koalice US-DEU, SNK",US-DEU,2002,False,30.0,Arnošt Patrik,2.08
346,Honců Antonín Ing.1943,True,"Koalice US-DEU, SNK",US-DEU,2002,True,59.0,Honců Antonín Ing.,1.98
347,Krajdl Ladislav Bc.1964,True,"Koalice US-DEU, SNK",BEZPP,2002,True,38.0,Krajdl Ladislav Bc.,2.31
348,Vozobule Milan MUDr.1955,True,"Koalice US-DEU, SNK",US-DEU,2002,True,47.0,Vozobule Milan MUDr.,2.25
349,Milota Miloslav1953,True,"Koalice US-DEU, SNK",US-DEU,2002,False,49.0,Milota Miloslav,2.05
350,Dolanský Petr1968,True,"Koalice US-DEU, SNK",US-DEU,2002,False,34.0,Dolanský Petr,2.27
351,Houžvička Jan Ing.1971,True,"Koalice US-DEU, SNK",BEZPP,2002,True,31.0,Houžvička Jan Ing.,2.14
352,Votlučková Martina1971,True,"Koalice US-DEU, SNK",US-DEU,2002,False,31.0,Votlučková Martina,2.0
353,Maciarzová Helena Ing.1970,True,"Koalice US-DEU, SNK",US-DEU,2002,True,32.0,Maciarzová Helena Ing.,2.19
354,Brouček Jan1948,True,"Koalice US-DEU, SNK",US-DEU,2002,False,54.0,Brouček Jan,1.92
355,Hyťha Martin1983,True,"Koalice US-DEU, SNK",BEZPP,2002,False,19.0,Hyťha Martin,2.0
356,Doležel Tomáš MUDr.1957,True,"Koalice US-DEU, SNK",US-DEU,2002,True,45.0,Doležel Tomáš MUDr.,2.11
357,Prokešová Blažena Mgr.1944,True,"Koalice US-DEU, SNK",US-DEU,2002,True,58.0,Prokešová Blažena Mgr.,1.93
358,Lukáš Petr Ing.1952,True,"Koalice US-DEU, SNK",US-DEU,2002,True,50.0,Lukáš Petr Ing.,1.9
359,Bartošová Libuše RNDr.1959,True,"Koalice US-DEU, SNK",US-DEU,2002,True,43.0,Bartošová Libuše RNDr.,2.0
360,Bayer Rudolf1973,True,"Koalice US-DEU, SNK",US-DEU,2002,False,29.0,Bayer Rudolf,1.9
361,Adamec Pavel MUDr.1967,True,"Koalice US-DEU, SNK",US-DEU,2002,True,35.0,Adamec Pavel MUDr.,2.08
362,Slámová Miloslava1956,True,"Koalice US-DEU, SNK",US-DEU,2002,False,46.0,Slámová Miloslava,1.84
363,Kybicová Daniela Ing.1946,True,"Koalice US-DEU, SNK",US-DEU,2002,True,56.0,Kybicová Daniela Ing.,1.83
364,Rach Jan Ing.1963,True,"Koalice US-DEU, SNK",BEZPP,2002,True,39.0,Rach Jan Ing.,1.9
365,Krejčová Zlatuška1944,True,"Koalice US-DEU, SNK",US-DEU,2002,False,58.0,Krejčová Zlatuška,1.82
366,Miklánek Jiří1972,True,"Koalice US-DEU, SNK",US-DEU,2002,False,30.0,Miklánek Jiří,1.87
367,Steininger Michal1984,True,"Koalice US-DEU, SNK",US-DEU,2002,False,18.0,Steininger Michal,1.81
368,Hubač Rudolf1940,True,"Koalice US-DEU, SNK",US-DEU,2002,False,62.0,Hubač Rudolf,1.77
369,Bican Jan Ing.1966,True,"Koalice US-DEU, SNK",US-DEU,2002,True,36.0,Bican Jan Ing.,1.81
370,Klinkovská Alena1944,True,"Koalice US-DEU, SNK",US-DEU,2002,False,58.0,Klinkovská Alena,1.71
371,Vozobule Michal1981,True,"Koalice US-DEU, SNK",BEZPP,2002,False,21.0,Vozobule Michal,1.82
372,Šmolíková Bohumila1934,True,"Koalice US-DEU, SNK",US-DEU,2002,False,68.0,Šmolíková Bohumila,1.68
373,Čejka Jaroslav1933,True,"Koalice US-DEU, SNK",US-DEU,2002,False,69.0,Čejka Jaroslav,1.62
374,Kružej Luděk1961,True,"Koalice US-DEU, SNK",US-DEU,2002,False,41.0,Kružej Luděk,1.6
375,Řezáčová Kateřina MUDr.1952,True,"Koalice US-DEU, SNK",US-DEU,2002,True,50.0,Řezáčová Kateřina MUDr.,1.85
376,Kolečková Jana1953,True,"Koalice US-DEU, SNK",US-DEU,2002,False,49.0,Kolečková Jana,1.56
377,Šmejkal Jaromír Ing.1925,True,"Koalice US-DEU, SNK",US-DEU,2002,True,77.0,Šmejkal Jaromír Ing.,1.42
378,Prudková Olga Ing.1958,True,"Koalice US-DEU, SNK",US-DEU,2002,True,44.0,Prudková Olga Ing.,1.44
379,Tychtl Stanislav1953,True,"Koalice US-DEU, SNK",US-DEU,2002,False,49.0,Tychtl Stanislav,1.29
380,Zábranský Miroslav Ing.1971,True,Plzeňská aliance,US-DEU,2006,True,35.0,Zábranský Miroslav Ing.,2.68
381,Holenda Jiří Doc. RNDr. CSc.1933,True,Plzeňská aliance,BEZPP,2006,True,73.0,Holenda Jiří Doc. RNDr. CSc.,3.06
382,Hejný Tomáš Ing.1977,True,Plzeňská aliance,SNK ED,2006,True,29.0,Hejný Tomáš Ing.,2.39
383,Makoň Karel1973,True,Plzeňská aliance,BEZPP,2006,False,33.0,Makoň Karel,3.72
384,Domanický Petr Ing. arch.1973,True,Plzeňská aliance,BEZPP,2006,True,33.0,Domanický Petr Ing. arch.,2.94
385,Kohout Jiří Ing.1979,True,Plzeňská aliance,SZ,2006,True,27.0,Kohout Jiří Ing.,2.41
386,Čechová Radmila Ing.1951,True,Plzeňská aliance,US-DEU,2006,True,55.0,Čechová Radmila Ing.,2.21
387,Sequensová Helena Mgr.1952,True,Plzeňská aliance,BEZPP,2006,True,54.0,Sequensová Helena Mgr.,2.56
388,Popp Tomáš1978,True,Plzeňská aliance,SZ,2006,False,28.0,Popp Tomáš,2.25
389,Blažková Alexandra Bc.1952,True,Plzeňská aliance,BEZPP,2006,True,54.0,Blažková Alexandra Bc.,2.19
390,Krýslová Simona MUDr.1977,True,Plzeňská aliance,BEZPP,2006,True,29.0,Krýslová Simona MUDr.,2.35
391,Krajdl Ladislav Bc.1964,True,Plzeňská aliance,SNK ED,2006,True,42.0,Krajdl Ladislav Bc.,2.15
392,Rösch Ludvík JUDr.1955,True,Plzeňská aliance,US-DEU,2006,True,51.0,Rösch Ludvík JUDr.,2.27
393,Stelzer Pavel Ing.1950,True,Plzeňská aliance,BEZPP,2006,True,56.0,Stelzer Pavel Ing.,2.39
394,Bayer Rudolf1973,True,Plzeňská aliance,BEZPP,2006,False,33.0,Bayer Rudolf,2.08
395,Motl Leoš Ing.1968,True,Plzeňská aliance,SNK ED,2006,True,38.0,Motl Leoš Ing.,2.04
396,Blažek Jan Mgr.1977,True,Plzeňská aliance,BEZPP,2006,True,29.0,Blažek Jan Mgr.,2.17
397,Šteinová Helena Ing.1970,True,Plzeňská aliance,US-DEU,2006,True,36.0,Šteinová Helena Ing.,2.15
398,Kuneš Jan Ing.1969,True,Plzeňská aliance,BEZPP,2006,True,37.0,Kuneš Jan Ing.,2.05
399,Jelínek Jan1948,True,Plzeňská aliance,BEZPP,2006,False,58.0,Jelínek Jan,2.06
400,Hric Karel1975,True,Plzeňská aliance,BEZPP,2006,False,31.0,Hric Karel,2.05
401,Ambrozy Petr Bc.1963,True,Plzeňská aliance,BEZPP,2006,True,43.0,Ambrozy Petr Bc.,2.0
402,Čechová Alena Ing.1947,True,Plzeňská aliance,SNK ED,2006,True,59.0,Čechová Alena Ing.,2.05
403,Hora Zdeněk1968,True,Plzeňská aliance,BEZPP,2006,False,38.0,Hora Zdeněk,1.97
404,Loučím Jan Ing.1949,True,Plzeňská aliance,BEZPP,2006,True,57.0,Loučím Jan Ing.,2.22
405,Votava Jan1943,True,Plzeňská aliance,US-DEU,2006,False,63.0,Votava Jan,1.91
406,Pelnářová Olga RNDr.1958,True,Plzeňská aliance,BEZPP,2006,True,48.0,Pelnářová Olga RNDr.,2.11
407,Strejc Miroslav1954,True,Plzeňská aliance,SNK ED,2006,False,52.0,Strejc Miroslav,1.92
408,Cíla Martin1963,True,Plzeňská aliance,BEZPP,2006,False,43.0,Cíla Martin,1.94
409,Kout Jindřich1945,True,Plzeňská aliance,BEZPP,2006,False,61.0,Kout Jindřich,1.93
410,Opial Jaroslav1953,True,Plzeňská aliance,SZ,2006,False,53.0,Opial Jaroslav,2.0
411,Cetina Josef Ing.1936,True,Plzeňská aliance,SZ,2006,True,70.0,Cetina Josef Ing.,1.94
412,Hejný Zdeněk1966,True,Plzeňská aliance,SNK ED,2006,False,40.0,Hejný Zdeněk,1.88
413,Popule Petr Ing.1953,True,Plzeňská aliance,BEZPP,2006,True,53.0,Popule Petr Ing.,1.92
414,Holmanová Květa1959,True,Plzeňská aliance,US-DEU,2006,False,47.0,Holmanová Květa,1.9
415,Halámka Stanislav1954,True,Plzeňská aliance,BEZPP,2006,False,52.0,Halámka Stanislav,1.88
416,Čechová Zdeňka1974,True,Plzeňská aliance,BEZPP,2006,False,32.0,Čechová Zdeňka,1.9
417,Nový Ladislav1980,True,Plzeňská aliance,BEZPP,2006,False,26.0,Nový Ladislav,1.96
418,Koželuhová Jaroslava1942,True,Plzeňská aliance,SOS,2006,False,64.0,Koželuhová Jaroslava,1.83
419,Vokoun Antonín1977,True,Plzeňská aliance,SZ,2006,False,29.0,Vokoun Antonín,1.9
420,Marian Jaroslav1957,True,Plzeňská aliance,US-DEU,2006,False,49.0,Marian Jaroslav,1.82
421,Pikner Josef Ing.1939,True,Plzeňská aliance,BEZPP,2006,True,67.0,Pikner Josef Ing.,1.78
422,Brenkus Pavel1977,True,Plzeňská aliance,BEZPP,2006,False,29.0,Brenkus Pavel,1.84
423,Karbanová Tereza1978,True,Plzeňská aliance,BEZPP,2006,False,28.0,Karbanová Tereza,1.85
424,Kašpar Václav1976,True,Plzeňská aliance,BEZPP,2006,False,30.0,Kašpar Václav,1.73
425,Ichová Eva1977,True,Plzeňská aliance,BEZPP,2006,False,29.0,Ichová Eva,1.85
426,Forman Petr1967,True,Plzeňská aliance,BEZPP,2006,False,39.0,Forman Petr,1.59
427,Hrubeš František Dr. Mgr.1952,True,Komunistická str.Čech a Moravy,KSČM,2006,True,54.0,Hrubeš František Dr. Mgr.,2.22
428,Valenta Jiří PhDr. Mgr. Mgr.1966,True,Komunistická str.Čech a Moravy,KSČM,2006,True,40.0,Valenta Jiří PhDr. Mgr. Mgr.,2.25
429,Divišová Ivanka1948,True,Komunistická str.Čech a Moravy,KSČM,2006,False,58.0,Divišová Ivanka,2.17
430,Štekl Václav Ing.1976,True,Komunistická str.Čech a Moravy,BEZPP,2006,True,30.0,Štekl Václav Ing.,2.22
