,ID,Mandát,Název strany,Politická příslušnost,Rok,Titul,Věk,"příjmení, jméno, tituly",v %
478,"Charvát Miroslav Mgr., Ing.1962",True,Občanská demokratická strana,ODS,2006,True,44.0,"Charvát Miroslav Mgr., Ing.",2.19
479,Kříž Jiří1976,True,Občanská demokratická strana,ODS,2006,False,30.0,Kříž Jiří,2.16
480,Matoušová Helena1960,True,Občanská demokratická strana,ODS,2006,False,46.0,Matoušová Helena,2.17
481,Tichý Vladimír Ing.1973,True,Občanská demokratická strana,ODS,2006,True,33.0,Tichý Vladimír Ing.,2.17
482,Levora Miroslav Ing.1947,True,Občanská demokratická strana,ODS,2006,True,59.0,Levora Miroslav Ing.,2.17
483,Rund Petr Ing.1975,True,Občanská demokratická strana,ODS,2006,True,31.0,Rund Petr Ing.,2.15
484,Štrunc Petr1968,True,Občanská demokratická strana,ODS,2006,False,38.0,Štrunc Petr,2.15
485,Weinfurter František1964,True,Občanská demokratická strana,ODS,2006,False,42.0,Weinfurter František,2.15
486,Tofl Petr1969,True,Občanská demokratická strana,ODS,2006,False,37.0,Tofl Petr,2.15
487,Jurečko Roman1967,True,Občanská demokratická strana,ODS,2006,False,39.0,Jurečko Roman,2.14
488,Drofa Zdeněk1968,True,Občanská demokratická strana,ODS,2006,False,38.0,Drofa Zdeněk,2.14
489,Paleček Karel JUDr.1977,True,Občanská demokratická strana,ODS,2006,True,29.0,Paleček Karel JUDr.,2.16
490,Uhlík František1968,True,Občanská demokratická strana,ODS,2006,False,38.0,Uhlík František,2.14
491,Strobach Jiří1962,True,Občanská demokratická strana,ODS,2006,False,44.0,Strobach Jiří,2.16
492,Šlajsová Miloslava Ing.1952,True,Občanská demokratická strana,ODS,2006,True,54.0,Šlajsová Miloslava Ing.,2.17
493,Bartman Vladislav Ing.1953,True,Občanská demokratická strana,ODS,2006,True,53.0,Bartman Vladislav Ing.,2.15
494,Houdek Robert1971,True,Občanská demokratická strana,ODS,2006,False,35.0,Houdek Robert,2.14
495,Hógel Josef Ing. CSc.1944,True,Občanská demokratická strana,ODS,2006,True,62.0,Hógel Josef Ing. CSc.,2.15
496,Winkelhöfer Jiří1972,True,Občanská demokratická strana,ODS,2006,False,34.0,Winkelhöfer Jiří,2.17
497,Draský David1979,True,Občanská demokratická strana,ODS,2006,False,27.0,Draský David,2.15
498,Krásný Josef Ing. CSc.1937,True,Občanská demokratická strana,ODS,2006,True,69.0,Krásný Josef Ing. CSc.,2.14
499,Husák Jan1977,True,Občanská demokratická strana,ODS,2006,False,29.0,Husák Jan,2.13
500,Spalová Simona1974,True,Občanská demokratická strana,ODS,2006,False,32.0,Spalová Simona,2.13
501,Mráz Radek1983,True,Občanská demokratická strana,ODS,2006,False,23.0,Mráz Radek,2.13
502,Hajný Stanislav Ing.1939,True,Občanská demokratická strana,ODS,2006,True,67.0,Hajný Stanislav Ing.,2.15
503,Pohůdka Vladimír1959,True,Občanská demokratická strana,ODS,2006,False,47.0,Pohůdka Vladimír,2.12
504,Malota Jaroslav1967,True,Občanská demokratická strana,ODS,2006,False,39.0,Malota Jaroslav,2.12
505,Kastner Petr1953,True,Občanská demokratická strana,ODS,2006,False,53.0,Kastner Petr,2.11
506,Ryšánek Martin1977,True,Občanská demokratická strana,ODS,2006,False,29.0,Ryšánek Martin,2.11
507,Kroupa Petr Ing.1963,True,Občanská demokratická strana,ODS,2006,True,43.0,Kroupa Petr Ing.,2.11
508,Přecechtěl Jan1982,True,Občanská demokratická strana,ODS,2006,False,24.0,Přecechtěl Jan,2.11
509,Řehula Roman1966,True,Občanská demokratická strana,ODS,2006,False,40.0,Řehula Roman,2.1
510,Uhlík Milan Ing.1971,True,Občanská demokratická strana,ODS,2006,True,35.0,Uhlík Milan Ing.,2.1
511,Trapp Jan1970,True,Občanská demokratická strana,ODS,2006,False,36.0,Trapp Jan,2.08
512,Justová Jitka Mgr.1948,True,Občanská demokratická strana,ODS,2006,True,58.0,Justová Jitka Mgr.,2.09
513,Jurečko Michal1937,True,Občanská demokratická strana,ODS,2006,False,69.0,Jurečko Michal,2.06
514,Ženíšek Martin1980,True,Občanská demokratická strana,ODS,2006,False,26.0,Ženíšek Martin,2.06
515,Benda Lukáš1983,True,Občanská demokratická strana,ODS,2006,False,23.0,Benda Lukáš,2.05
516,Janků Milan1954,True,Občanská demokratická strana,ODS,2006,False,52.0,Janků Milan,2.03
517,Slavotínek Josef1967,True,Občanská demokratická strana,ODS,2006,False,39.0,Slavotínek Josef,2.01
518,Beránek Přemysl1977,True,Občanská demokratická strana,ODS,2006,False,29.0,Beránek Přemysl,1.98
519,Hacker Michal1980,True,Občanská demokratická strana,ODS,2006,False,26.0,Hacker Michal,1.95
520,Speierl Václav1965,True,Občanská demokratická strana,ODS,2006,False,41.0,Speierl Václav,1.88
521,Drnek Jan,False,Koruna Česká (monarch.strana),,2006,False,,Drnek Jan,20.59
522,Ježík Vlastimil Mgr.,False,Koruna Česká (monarch.strana),,2006,True,,Ježík Vlastimil Mgr.,19.97
523,Rajchl Václav,False,Koruna Česká (monarch.strana),,2006,False,,Rajchl Václav,12.24
524,Kabátníková Hana Mgr.,False,Koruna Česká (monarch.strana),,2006,True,,Kabátníková Hana Mgr.,15.24
525,Wolf Miloš,False,Koruna Česká (monarch.strana),,2006,False,,Wolf Miloš,11.04
526,Vondrovský Václav,False,Koruna Česká (monarch.strana),,2006,False,,Vondrovský Václav,11.48
527,Štorek Zdeněk,False,Koruna Česká (monarch.strana),,2006,False,,Štorek Zdeněk,9.41
528,Duchek Vladimír Ing. Ph.D.1965,True,Pravá volba pro Plzeň,PVP,2006,True,41.0,Duchek Vladimír Ing. Ph.D.,2.98
529,Syka Karel Mgr.1949,True,Pravá volba pro Plzeň,BEZPP,2006,True,57.0,Syka Karel Mgr.,2.68
530,Anderle Jan Ing.1956,True,Pravá volba pro Plzeň,PVP,2006,True,50.0,Anderle Jan Ing.,2.72
531,Vítek Karel Ing.1956,True,Pravá volba pro Plzeň,PVP,2006,True,50.0,Vítek Karel Ing.,2.44
532,Tausch Milan Ing.1967,True,Pravá volba pro Plzeň,BEZPP,2006,True,39.0,Tausch Milan Ing.,2.29
533,Mazín Václav Ing.1952,True,Pravá volba pro Plzeň,BEZPP,2006,True,54.0,Mazín Václav Ing.,2.19
534,Bláhovec Jiří MUDr.1952,True,Pravá volba pro Plzeň,BEZPP,2006,True,54.0,Bláhovec Jiří MUDr.,2.58
535,Hus Miroslav PhDr.1954,True,Pravá volba pro Plzeň,PVP,2006,True,52.0,Hus Miroslav PhDr.,2.42
536,Huclová Zuzana Ing.1956,True,Pravá volba pro Plzeň,BEZPP,2006,True,50.0,Huclová Zuzana Ing.,2.24
537,Trhlík Jiří Ing.1961,True,Pravá volba pro Plzeň,BEZPP,2006,True,45.0,Trhlík Jiří Ing.,2.38
538,Černý Karel1948,True,Pravá volba pro Plzeň,KAN,2006,False,58.0,Černý Karel,2.18
539,Podlipný Jiří MUDr.1969,True,Pravá volba pro Plzeň,BEZPP,2006,True,37.0,Podlipný Jiří MUDr.,2.36
540,Rauch Stanislav Ing.1953,True,Pravá volba pro Plzeň,BEZPP,2006,True,53.0,Rauch Stanislav Ing.,2.22
541,Frank Stanislav Mgr.1955,True,Pravá volba pro Plzeň,PVP,2006,True,51.0,Frank Stanislav Mgr.,2.23
542,Klas Miroslav Ing.1948,True,Pravá volba pro Plzeň,PVP,2006,True,58.0,Klas Miroslav Ing.,2.1
543,"Martinovský Ivan PhDr., Ing.1937",True,Pravá volba pro Plzeň,BEZPP,2006,True,69.0,"Martinovský Ivan PhDr., Ing.",2.16
544,Jánošíková Petra JUDr. Ph.D.1976,True,Pravá volba pro Plzeň,BEZPP,2006,True,30.0,Jánošíková Petra JUDr. Ph.D.,2.27
545,Vlček Pavel MUDr.1955,True,Pravá volba pro Plzeň,BEZPP,2006,True,51.0,Vlček Pavel MUDr.,2.2
546,Lomberský Jiří Mgr.1933,True,Pravá volba pro Plzeň,PVP,2006,True,73.0,Lomberský Jiří Mgr.,1.99
547,Bochnovič Peter1968,True,Pravá volba pro Plzeň,BEZPP,2006,False,38.0,Bochnovič Peter,2.0
548,Görges Marek JUDr.1972,True,Pravá volba pro Plzeň,BEZPP,2006,True,34.0,Görges Marek JUDr.,2.1
549,Caltová Marie Mgr.1944,True,Pravá volba pro Plzeň,BEZPP,2006,True,62.0,Caltová Marie Mgr.,2.32
550,Spěváčková Jaroslava Mgr.1952,True,Pravá volba pro Plzeň,BEZPP,2006,True,54.0,Spěváčková Jaroslava Mgr.,2.1
551,Fládr Martin Mgr.1972,True,Pravá volba pro Plzeň,BEZPP,2006,True,34.0,Fládr Martin Mgr.,2.09
552,Svatoš Miroslav MVDr.1961,True,Pravá volba pro Plzeň,BEZPP,2006,True,45.0,Svatoš Miroslav MVDr.,2.34
553,Vordová Renata Mgr.1964,True,Pravá volba pro Plzeň,BEZPP,2006,True,42.0,Vordová Renata Mgr.,2.08
554,Matějka Miroslav Ing.1967,True,Pravá volba pro Plzeň,KAN,2006,True,39.0,Matějka Miroslav Ing.,2.04
555,Dajbychová Lenka Ing.1964,True,Pravá volba pro Plzeň,BEZPP,2006,True,42.0,Dajbychová Lenka Ing.,2.02
556,Jílek Viktor Ing.1965,True,Pravá volba pro Plzeň,BEZPP,2006,True,41.0,Jílek Viktor Ing.,2.06
557,Reischig Tomáš MUDr.1972,True,Pravá volba pro Plzeň,BEZPP,2006,True,34.0,Reischig Tomáš MUDr.,2.08
558,Šedo Ilja PhDr.1951,True,Pravá volba pro Plzeň,BEZPP,2006,True,55.0,Šedo Ilja PhDr.,2.04
559,Stehlík Čeněk Ing.1956,True,Pravá volba pro Plzeň,BEZPP,2006,True,50.0,Stehlík Čeněk Ing.,1.95
560,Vacovská Hana MUDr.1953,True,Pravá volba pro Plzeň,BEZPP,2006,True,53.0,Vacovská Hana MUDr.,2.05
561,Široká Šárka Mgr.1978,True,Pravá volba pro Plzeň,BEZPP,2006,True,28.0,Široká Šárka Mgr.,1.99
562,Fojtíček Ctibor Ing.1938,True,Pravá volba pro Plzeň,BEZPP,2006,True,68.0,Fojtíček Ctibor Ing.,1.98
563,Stehlík Václav MUDr.1953,True,Pravá volba pro Plzeň,BEZPP,2006,True,53.0,Stehlík Václav MUDr.,1.97
564,Černá Hana1959,True,Pravá volba pro Plzeň,BEZPP,2006,False,47.0,Černá Hana,1.99
565,Křižan Jindřich MUDr.1964,True,Pravá volba pro Plzeň,BEZPP,2006,True,42.0,Křižan Jindřich MUDr.,1.95
566,Šorm Rudolf Ing.1950,True,Pravá volba pro Plzeň,BEZPP,2006,True,56.0,Šorm Rudolf Ing.,1.87
567,Hanzlík Karel Ing. Arch.1954,True,Pravá volba pro Plzeň,BEZPP,2006,True,52.0,Hanzlík Karel Ing. Arch.,1.92
568,Weber Ivo1964,True,Pravá volba pro Plzeň,BEZPP,2006,False,42.0,Weber Ivo,1.82
569,Fuchsová Radka MUDr.1971,True,Pravá volba pro Plzeň,BEZPP,2006,True,35.0,Fuchsová Radka MUDr.,1.84
570,Prokopcová Ladislava1953,True,Pravá volba pro Plzeň,BEZPP,2006,False,53.0,Prokopcová Ladislava,1.81
571,Kortan Karel1951,True,Pravá volba pro Plzeň,BEZPP,2006,False,55.0,Kortan Karel,1.75
572,Balmetová Marie MUDr.1975,True,Pravá volba pro Plzeň,BEZPP,2006,True,31.0,Balmetová Marie MUDr.,1.76
573,Česáková Dagmar Mgr.1957,True,Pravá volba pro Plzeň,BEZPP,2006,True,49.0,Česáková Dagmar Mgr.,1.69
574,Burda Miroslav Ing.1964,True,Pravá volba pro Plzeň,BEZPP,2006,True,42.0,Burda Miroslav Ing.,1.54
575,Náhlík Petr Ing.1961,True,Křesť.demokr.unie-Čs.str.lid.,KDU-ČSL,2006,True,45.0,Náhlík Petr Ing.,3.52
576,Lodr Jiří Ing.1961,True,Křesť.demokr.unie-Čs.str.lid.,KDU-ČSL,2006,True,45.0,Lodr Jiří Ing.,3.04
577,Boček Pavel MUDr.1961,True,Křesť.demokr.unie-Čs.str.lid.,KDU-ČSL,2006,True,45.0,Boček Pavel MUDr.,2.89
578,Ženíšek Marek PhDr.1979,True,Křesť.demokr.unie-Čs.str.lid.,KDU-ČSL,2006,True,27.0,Ženíšek Marek PhDr.,2.4
579,Moulis Martin Mgr.1978,True,Křesť.demokr.unie-Čs.str.lid.,KDU-ČSL,2006,True,28.0,Moulis Martin Mgr.,2.39
580,Rybářová - Ročáková Lilka Mgr.1948,True,Křesť.demokr.unie-Čs.str.lid.,KDU-ČSL,2006,True,58.0,Rybářová - Ročáková Lilka Mgr.,2.62
581,Svoboda Miroslav Mgr.1962,True,Křesť.demokr.unie-Čs.str.lid.,KDU-ČSL,2006,True,44.0,Svoboda Miroslav Mgr.,2.32
582,Janouškovec Pavel Mgr.1959,True,Křesť.demokr.unie-Čs.str.lid.,KDU-ČSL,2006,True,47.0,Janouškovec Pavel Mgr.,2.63
583,Basl Jiří Ing.1969,True,Křesť.demokr.unie-Čs.str.lid.,KDU-ČSL,2006,True,37.0,Basl Jiří Ing.,2.16
584,Rozšafný Oldřich Ing.1959,True,Křesť.demokr.unie-Čs.str.lid.,KDU-ČSL,2006,True,47.0,Rozšafný Oldřich Ing.,2.3
585,Bernhardt Tomáš Mgr.1968,True,Křesť.demokr.unie-Čs.str.lid.,KDU-ČSL,2006,True,38.0,Bernhardt Tomáš Mgr.,2.14
586,"Budil Ivo Prof. RNDr. Ph.D., DSc.1965",True,Křesť.demokr.unie-Čs.str.lid.,BEZPP,2006,True,41.0,"Budil Ivo Prof. RNDr. Ph.D., DSc.",2.61
587,Cudlman Otokar1956,True,Křesť.demokr.unie-Čs.str.lid.,KDU-ČSL,2006,False,50.0,Cudlman Otokar,1.98
588,Krýslová Ivana Mgr.1960,True,Křesť.demokr.unie-Čs.str.lid.,KDU-ČSL,2006,True,46.0,Krýslová Ivana Mgr.,2.17
589,Rajtmajer Karel Ing.1954,True,Křesť.demokr.unie-Čs.str.lid.,KDU-ČSL,2006,True,52.0,Rajtmajer Karel Ing.,2.01
590,Trejbalová Marie1969,True,Křesť.demokr.unie-Čs.str.lid.,KDU-ČSL,2006,False,37.0,Trejbalová Marie,2.02
591,Svejkovský Martin1986,True,Křesť.demokr.unie-Čs.str.lid.,KDU-ČSL,2006,False,20.0,Svejkovský Martin,2.04
592,Kotrba Jaroslav MUDr.1952,True,Křesť.demokr.unie-Čs.str.lid.,KDU-ČSL,2006,True,54.0,Kotrba Jaroslav MUDr.,2.08
593,Forejt Jakub Ing.1964,True,Křesť.demokr.unie-Čs.str.lid.,KDU-ČSL,2006,True,42.0,Forejt Jakub Ing.,2.27
594,Babor Aleš Ing.1964,True,Křesť.demokr.unie-Čs.str.lid.,KDU-ČSL,2006,True,42.0,Babor Aleš Ing.,1.94
595,Kříž Antonín Doc. Ing. Ph.D.1971,True,Křesť.demokr.unie-Čs.str.lid.,BEZPP,2006,True,35.0,Kříž Antonín Doc. Ing. Ph.D.,2.24
596,Rudolf Ondřej1971,True,Křesť.demokr.unie-Čs.str.lid.,KDU-ČSL,2006,False,35.0,Rudolf Ondřej,1.96
597,Nováčková Lucie Mgr.1978,True,Křesť.demokr.unie-Čs.str.lid.,KDU-ČSL,2006,True,28.0,Nováčková Lucie Mgr.,2.05
598,Ulč Václav Ing. arch.1961,True,Křesť.demokr.unie-Čs.str.lid.,BEZPP,2006,True,45.0,Ulč Václav Ing. arch.,2.2
599,Barnáš Adrian MUDr.1977,True,Křesť.demokr.unie-Čs.str.lid.,KDU-ČSL,2006,True,29.0,Barnáš Adrian MUDr.,1.99
600,Šantínová Věra1952,True,Křesť.demokr.unie-Čs.str.lid.,BEZPP,2006,False,54.0,Šantínová Věra,1.92
601,Štěpáník Milan MUDr.1955,True,Křesť.demokr.unie-Čs.str.lid.,KDU-ČSL,2006,True,51.0,Štěpáník Milan MUDr.,2.02
602,Fajfrová Eva RNDr.1954,True,Křesť.demokr.unie-Čs.str.lid.,KDU-ČSL,2006,True,52.0,Fajfrová Eva RNDr.,1.97
603,Pešek Miloš Prof. MUDr. CSc.1950,True,Křesť.demokr.unie-Čs.str.lid.,KDU-ČSL,2006,True,56.0,Pešek Miloš Prof. MUDr. CSc.,2.18
604,Komrska Přemysl Ing.1950,True,Křesť.demokr.unie-Čs.str.lid.,KDU-ČSL,2006,True,56.0,Komrska Přemysl Ing.,1.93
605,Frouz Robert Mgr.1969,True,Křesť.demokr.unie-Čs.str.lid.,BEZPP,2006,True,37.0,Frouz Robert Mgr.,2.03
606,Ženíšek Karel1946,True,Křesť.demokr.unie-Čs.str.lid.,KDU-ČSL,2006,False,60.0,Ženíšek Karel,2.04
607,Libotovský Ladislav1977,True,Křesť.demokr.unie-Čs.str.lid.,KDU-ČSL,2006,False,29.0,Libotovský Ladislav,1.91
608,Kopic Jiří Ing.1963,True,Křesť.demokr.unie-Čs.str.lid.,KDU-ČSL,2006,True,43.0,Kopic Jiří Ing.,1.9
609,Janoušek Aleš Mgr.1976,True,Křesť.demokr.unie-Čs.str.lid.,KDU-ČSL,2006,True,30.0,Janoušek Aleš Mgr.,1.97
610,Blabolová Vlasta1964,True,Křesť.demokr.unie-Čs.str.lid.,KDU-ČSL,2006,False,42.0,Blabolová Vlasta,1.9
611,Kojzar Jaroslav1949,True,Křesť.demokr.unie-Čs.str.lid.,KDU-ČSL,2006,False,57.0,Kojzar Jaroslav,1.85
612,Liška Milan1965,True,Křesť.demokr.unie-Čs.str.lid.,BEZPP,2006,False,41.0,Liška Milan,1.98
613,Hubička Libor1984,True,Křesť.demokr.unie-Čs.str.lid.,KDU-ČSL,2006,False,22.0,Hubička Libor,1.84
614,Duda Milan JUDr.1958,True,Křesť.demokr.unie-Čs.str.lid.,KDU-ČSL,2006,True,48.0,Duda Milan JUDr.,1.98
615,Fluxa Jan Mgr.1980,True,Křesť.demokr.unie-Čs.str.lid.,KDU-ČSL,2006,True,26.0,Fluxa Jan Mgr.,1.81
616,Pospíšilík Miroslav Ing.1963,True,Křesť.demokr.unie-Čs.str.lid.,KDU-ČSL,2006,True,43.0,Pospíšilík Miroslav Ing.,1.8
617,Smolková Růžena1962,True,Křesť.demokr.unie-Čs.str.lid.,KDU-ČSL,2006,False,44.0,Smolková Růžena,1.8
618,Komzáková Marie MUDr.1946,True,Křesť.demokr.unie-Čs.str.lid.,BEZPP,2006,True,60.0,Komzáková Marie MUDr.,1.91
619,Podaný Pavel Ing.1979,True,Křesť.demokr.unie-Čs.str.lid.,KDU-ČSL,2006,True,27.0,Podaný Pavel Ing.,1.74
620,Mráz David1974,True,Křesť.demokr.unie-Čs.str.lid.,KDU-ČSL,2006,False,32.0,Mráz David,1.69
621,Martínková Jana1955,True,Křesť.demokr.unie-Čs.str.lid.,KDU-ČSL,2006,False,51.0,Martínková Jana,1.62
622,Chovanec Milan1970,True,Česká str.sociálně demokrat.,ČSSD,2006,False,36.0,Chovanec Milan,2.22
623,Šimák Miloslav Ing.1950,True,Česká str.sociálně demokrat.,ČSSD,2006,True,56.0,Šimák Miloslav Ing.,2.21
624,Bis Jiří Ing.1941,True,Česká str.sociálně demokrat.,ČSSD,2006,True,65.0,Bis Jiří Ing.,2.25
625,Osvald Petr Ing.1966,True,Česká str.sociálně demokrat.,ČSSD,2006,True,40.0,Osvald Petr Ing.,2.24
626,Liška Jiří MUDr. CSc.1944,True,Česká str.sociálně demokrat.,ČSSD,2006,True,62.0,Liška Jiří MUDr. CSc.,2.3
627,Brabec Miroslav Mgr.1955,True,Česká str.sociálně demokrat.,ČSSD,2006,True,51.0,Brabec Miroslav Mgr.,2.21
628,Chalupný Michal Bc.1969,True,Česká str.sociálně demokrat.,ČSSD,2006,True,37.0,Chalupný Michal Bc.,2.16
629,Sova Petr Ing.1965,True,Česká str.sociálně demokrat.,ČSSD,2006,True,41.0,Sova Petr Ing.,2.19
630,Houška Josef Mgr.1947,True,Česká str.sociálně demokrat.,ČSSD,2006,True,59.0,Houška Josef Mgr.,2.16
631,Pavelková Milena Mgr.1946,True,Česká str.sociálně demokrat.,ČSSD,2006,True,60.0,Pavelková Milena Mgr.,2.17
632,Štěrba Miroslav1978,True,Česká str.sociálně demokrat.,ČSSD,2006,False,28.0,Štěrba Miroslav,2.18
633,Průša Josef Doc. Ing. CSc.1939,True,Česká str.sociálně demokrat.,ČSSD,2006,True,67.0,Průša Josef Doc. Ing. CSc.,2.29
634,Drozd Jaromír1958,True,Česká str.sociálně demokrat.,ČSSD,2006,False,48.0,Drozd Jaromír,2.14
635,Trmota Zdeněk Ing.1965,True,Česká str.sociálně demokrat.,ČSSD,2006,True,41.0,Trmota Zdeněk Ing.,2.16
636,Neuberg Lumír Ing.1965,True,Česká str.sociálně demokrat.,ČSSD,2006,True,41.0,Neuberg Lumír Ing.,2.14
637,Sojka Oldřich MUDr.1944,True,Česká str.sociálně demokrat.,ČSSD,2006,True,62.0,Sojka Oldřich MUDr.,2.15
638,Veverková Pravoslava1947,True,Česká str.sociálně demokrat.,ČSSD,2006,False,59.0,Veverková Pravoslava,2.16
639,Hessová Jaroslava Mgr.1958,True,Česká str.sociálně demokrat.,ČSSD,2006,True,48.0,Hessová Jaroslava Mgr.,2.16
640,Odvody Jaroslav DiS.1977,True,Česká str.sociálně demokrat.,ČSSD,2006,True,29.0,Odvody Jaroslav DiS.,2.13
641,Topinka Milan Bc.1964,True,Česká str.sociálně demokrat.,ČSSD,2006,True,42.0,Topinka Milan Bc.,2.13
642,Chaloupka Pavel Mgr.1952,True,Česká str.sociálně demokrat.,ČSSD,2006,True,54.0,Chaloupka Pavel Mgr.,2.12
643,Mudra Milan1943,True,Česká str.sociálně demokrat.,ČSSD,2006,False,63.0,Mudra Milan,2.13
644,Beránková Jarmila DiS.1980,True,Česká str.sociálně demokrat.,ČSSD,2006,True,26.0,Beránková Jarmila DiS.,2.15
645,Študentová Eva1948,True,Česká str.sociálně demokrat.,ČSSD,2006,False,58.0,Študentová Eva,2.11
646,Zrzavecký Martin1973,True,Česká str.sociálně demokrat.,ČSSD,2006,False,33.0,Zrzavecký Martin,2.11
647,Boudová Světlana1981,True,Česká str.sociálně demokrat.,ČSSD,2006,False,25.0,Boudová Světlana,2.12
648,Neubauer Radislav1965,True,Česká str.sociálně demokrat.,ČSSD,2006,False,41.0,Neubauer Radislav,2.1
649,Diviš Antonín Ing.1953,True,Česká str.sociálně demokrat.,ČSSD,2006,True,53.0,Diviš Antonín Ing.,2.11
650,Hauer Václav1949,True,Česká str.sociálně demokrat.,ČSSD,2006,False,57.0,Hauer Václav,2.1
651,Jíšová Andrea Mgr.1979,True,Česká str.sociálně demokrat.,ČSSD,2006,True,27.0,Jíšová Andrea Mgr.,2.11
652,Kuběna René1971,True,Česká str.sociálně demokrat.,ČSSD,2006,False,35.0,Kuběna René,2.1
653,Schnebergerová Milada1964,True,Česká str.sociálně demokrat.,ČSSD,2006,False,42.0,Schnebergerová Milada,2.1
654,Klíma Vítězslav1956,True,Česká str.sociálně demokrat.,ČSSD,2006,False,50.0,Klíma Vítězslav,2.09
655,Posseltová Věra Ing.1941,True,Česká str.sociálně demokrat.,ČSSD,2006,True,65.0,Posseltová Věra Ing.,2.09
656,Kotnauer Jan Ing.1938,True,Česká str.sociálně demokrat.,ČSSD,2006,True,68.0,Kotnauer Jan Ing.,2.09
657,Tyšer Stanislav1956,True,Česká str.sociálně demokrat.,ČSSD,2006,False,50.0,Tyšer Stanislav,2.08
658,Štěrba Miroslav1978,True,Česká str.sociálně demokrat.,ČSSD,2006,False,28.0,Štěrba Miroslav,2.1
659,Miška Jan1948,True,Česká str.sociálně demokrat.,ČSSD,2006,False,58.0,Miška Jan,2.07
660,Lokajíček Vlastimil Bc.1979,True,Česká str.sociálně demokrat.,ČSSD,2006,True,27.0,Lokajíček Vlastimil Bc.,2.07
661,Vlach Pavel Ing.1944,True,Česká str.sociálně demokrat.,ČSSD,2006,True,62.0,Vlach Pavel Ing.,2.05
662,Mařík Vladislav1965,True,Česká str.sociálně demokrat.,ČSSD,2006,False,41.0,Mařík Vladislav,2.05
663,Krupička Jaroslav1942,True,Česká str.sociálně demokrat.,ČSSD,2006,False,64.0,Krupička Jaroslav,2.04
664,Boubín Josef1943,True,Česká str.sociálně demokrat.,ČSSD,2006,False,63.0,Boubín Josef,2.02
665,Kolářík Stanislav Ing.1954,True,Česká str.sociálně demokrat.,ČSSD,2006,True,52.0,Kolářík Stanislav Ing.,2.02
666,Dolejšová Marta1951,True,Česká str.sociálně demokrat.,ČSSD,2006,False,55.0,Dolejšová Marta,2.0
667,Imrich Izsmán1950,True,Česká str.sociálně demokrat.,ČSSD,2006,False,56.0,Imrich Izsmán,1.96
668,Šebelová Jana Mgr.1981,True,Česká str.sociálně demokrat.,ČSSD,2006,True,25.0,Šebelová Jana Mgr.,1.91
669,Baxa Martin Mgr.1975,True,Občanská demokratická strana,ODS,2010,True,35.0,Baxa Martin Mgr.,2.42
670,Šneberger Jiří Ing.1960,True,Občanská demokratická strana,ODS,2010,True,50.0,Šneberger Jiří Ing.,2.44
671,Šlajsová Miloslava Ing.1953,True,Občanská demokratická strana,ODS,2010,True,57.0,Šlajsová Miloslava Ing.,2.2
672,Rund Petr Ing.1975,True,Občanská demokratická strana,ODS,2010,True,35.0,Rund Petr Ing.,2.22
673,Tichý Vladimír Ing.1973,True,Občanská demokratická strana,ODS,2010,True,37.0,Tichý Vladimír Ing.,2.19
674,Uhlík Jiří1970,True,Občanská demokratická strana,ODS,2010,False,40.0,Uhlík Jiří,2.21
675,Krieglsteinová Eva1987,True,Občanská demokratická strana,ODS,2010,False,23.0,Krieglsteinová Eva,2.16
676,Rottová Irena1963,True,Občanská demokratická strana,ODS,2010,False,47.0,Rottová Irena,2.17
677,Šindelář Pavel Mgr.1981,True,Občanská demokratická strana,ODS,2010,True,29.0,Šindelář Pavel Mgr.,2.17
678,Matoušová Helena1960,True,Občanská demokratická strana,ODS,2010,False,50.0,Matoušová Helena,2.12
679,Houdek Robert1971,True,Občanská demokratická strana,ODS,2010,False,39.0,Houdek Robert,2.15
680,Šlouf David1973,True,Občanská demokratická strana,ODS,2010,False,37.0,Šlouf David,2.1
681,Strobach Jiří1962,True,Občanská demokratická strana,ODS,2010,False,48.0,Strobach Jiří,2.15
682,Uhlík Milan Ing.1971,True,Občanská demokratická strana,ODS,2010,True,39.0,Uhlík Milan Ing.,2.11
683,Hašek Ivan Ing. Mgr.1968,True,Občanská demokratická strana,ODS,2010,True,42.0,Hašek Ivan Ing. Mgr.,2.12
684,Aschenbrenner Lumír Ing.1960,True,Občanská demokratická strana,ODS,2010,True,50.0,Aschenbrenner Lumír Ing.,2.3
685,Winkelhöfer Jiří1972,True,Občanská demokratická strana,ODS,2010,False,38.0,Winkelhöfer Jiří,2.16
686,Varga Robert JUDr.1963,True,Občanská demokratická strana,ODS,2010,True,47.0,Varga Robert JUDr.,2.14
687,Janků Milan1953,True,Občanská demokratická strana,ODS,2010,False,57.0,Janků Milan,2.13
688,Javůrek Libor1945,True,Občanská demokratická strana,ODS,2010,False,65.0,Javůrek Libor,2.13
689,Drofa Zdeněk1968,True,Občanská demokratická strana,ODS,2010,False,42.0,Drofa Zdeněk,2.13
690,Pechová Martina1969,True,Občanská demokratická strana,ODS,2010,False,41.0,Pechová Martina,2.12
691,Bartman Vladislav Ing.1953,True,Občanská demokratická strana,ODS,2010,True,57.0,Bartman Vladislav Ing.,2.15
692,Marková Ivana MUDr.1963,True,Občanská demokratická strana,ODS,2010,True,47.0,Marková Ivana MUDr.,2.16
693,Boháčová Pavla Bc.1986,True,Občanská demokratická strana,ODS,2010,True,24.0,Boháčová Pavla Bc.,2.13
